692,14621,3.6119795304186613,2,4,5,5,5,4.0,4.0,4.0,4.0,4.0,4.0,4.329095354523227,4
1179,2239,3.6119795304186613,5,3,3,2,2,3,5,4,3,4,3.7142857142857144,2.909090909090909,5
1179,4352,3.6119795304186613,4,3,2,3,3,4,4,3,4,5,3.7142857142857144,3.140845070422535,3
1179,6464,3.6119795304186613,3,5,4,2,4,4,4,2,5,3,3.7142857142857144,3.400396432111001,4
1179,6510,3.6119795304186613,4,4,3,4,3,5,4,4,3,4,3.7142857142857144,3.9366138448707257,4
1179,9645,3.6119795304186613,3,5,5,5,4,4,4,5,2,4,3.7142857142857144,3.361267605633803,3
1179,9896,3.6119795304186613,2,3,3,4,2,5,4,3,3,5,3.7142857142857144,2.8333333333333335,3
1179,10126,3.6119795304186613,4,3,5,3,4,4,4,4,5,4,3.7142857142857144,3.686046511627907,5
1179,12918,3.6119795304186613,3,4,4,3,4,4,5,4,3,2,3.7142857142857144,3.746321890325457,4
1179,14047,3.6119795304186613,4,4,5,4,3,2,4,4,4,5,3.7142857142857144,3.5464982778415615,3
1179,14410,3.6119795304186613,3,4,4,4,5,4,5,4,3,4,3.7142857142857144,3.8389793224813022,4
1179,14621,3.6119795304186613,5,5,4,4,5,4,4,4,3,2,3.7142857142857144,4.329095354523227,5
1179,16593,3.6119795304186613,3,1,4,4,2,4,4,5,4,5,3.7142857142857144,3.734375,4
1179,16922,3.6119795304186613,3,4,4,2,2,3,4,3,4,4,3.7142857142857144,3.4753289473684212,2
1179,17387,3.6119795304186613,5,4,4,4,5,4,4,4,5,4,3.7142857142857144,3.3862928348909658,3
1374,2874,3.6119795304186613,5,4,4,5,4,4,4,5,5,4,4.0,3.525898842169409,5
1374,7635,3.6119795304186613,3,3,4,3,4,5,4,5,5,4,4.0,2.9081015719467955,4
1374,8904,3.6119795304186613,4,3,4,4,5,4,5,4,4,5,4.0,4.158581116327595,5
1374,10429,3.6119795304186613,3,5,5,4,4,4,3,5,4,3,4.0,3.373177842565598,3
1374,11677,3.6119795304186613,5,3,4,3,4,4,5,5,3,3,4.0,3.336495031616983,4
1374,12918,3.6119795304186613,5,4,4,4,1,4,5,4,5,3,4.0,3.746321890325457,5
1374,14047,3.6119795304186613,3,3,5,5,4,3,4,4,5,5,4.0,3.5464982778415615,3
1374,14410,3.6119795304186613,5,4,4,4,5,5,5,4,5,3,4.0,3.8389793224813022,4
1374,16922,3.6119795304186613,5,4,4,3,5,3,4,4,5,3,4.0,3.4753289473684212,3
1374,17387,3.6119795304186613,1,5,3,4,2,5,4,5,5,4,4.0,3.3862928348909658,4
1818,2350,3.6119795304186613,4,4,4,4,5,3,1,2.0,2.0,2.0,2.0,3.577777777777778,2
1818,8751,3.6119795304186613,4,4,4,3,4,2,1,2.0,2.0,2.0,2.0,3.1690140845070425,3
1818,16640,3.6119795304186613,4,4,4,3,1,3,2,2.0,2.0,2.0,2.0,2.982367758186398,1
2003,4695,3.6119795304186613,5,4,4,2,2,1,4,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,3.1020408163265305,2
2003,5939,3.6119795304186613,3,5,3,3,5,4,2,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,3.4341859014348097,1
2003,9049,3.6119795304186613,2,4,5,4,3,1,2,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,3.619491525423729,4
2431,831,3.6119795304186613,3,3,4,4,4,3,4,4,4,5,3.6363636363636362,3.091872791519435,3
2431,2698,3.6119795304186613,4,4,4,3,4,3,4,4,4,3,3.6363636363636362,3.661764705882353,3
2431,3282,3.6119795304186613,5,5,5,3,4,4,5,5,3,3,3.6363636363636362,3.439509059029807,4
2431,5472,3.6119795304186613,4,4,4,3,4,4,4,3,5,4,3.6363636363636362,3.5623342175066313,3
2431,5614,3.6119795304186613,5,5,5,4,5,3,4,5,5,3,3.6363636363636362,3.7814126394052043,5
2431,5930,3.6119795304186613,2,5,3,4,4,4,4,3,3,5,3.6363636363636362,2.98,3
2431,6797,3.6119795304186613,4,5,4,4,5,5,4,4,3,3,3.6363636363636362,4.036226930963773,4
2431,7635,3.6119795304186613,2,4,1,2,3,4,4,5,4,4,3.6363636363636362,2.9081015719467955,3
2431,8751,3.6119795304186613,4,3,5,2,3,3,4,3,3,5,3.6363636363636362,3.1690140845070425,3
2431,8904,3.6119795304186613,5,4,4,5,5,4,4,4,5,3,3.6363636363636362,4.158581116327595,5
2431,9049,3.6119795304186613,3,4,4,2,3,5,5,4,5,3,3.6363636363636362,3.619491525423729,3
2431,9528,3.6119795304186613,4,4,5,4,5,5,4,5,4,4,3.6363636363636362,4.1416382252559725,4
2431,10711,3.6119795304186613,5,4,4,5,3,4,3,3,5,3,3.6363636363636362,3.212121212121212,3
2431,11152,3.6119795304186613,4,5,4,5,4,5,3,4,5,4,3.6363636363636362,4.157987643424536,5
2431,14410,3.6119795304186613,3,3,4,3,3,4,5,4,3,3,3.6363636363636362,3.8389793224813022,4
2431,14621,3.6119795304186613,5,4,4,5,5,4,5,4,3,5,3.6363636363636362,4.329095354523227,4
2431,15450,3.6119795304186613,3,5,4,3,5,5,3,3,5,4,3.6363636363636362,3.3596938775510203,4
2431,16037,3.6119795304186613,5,3,2,4,2,3,4,4,5,4,3.6363636363636362,3.389558232931727,2
2431,16640,3.6119795304186613,4,3,5,3,5,4,5,3,4,3,3.6363636363636362,2.982367758186398,4
2431,16992,3.6119795304186613,5,4,3,5,5,5,5,4,4,4,3.6363636363636362,3.608695652173913,3
2431,17381,3.6119795304186613,5,4,5,4,4,5,3,3,4,5,3.6363636363636362,3.981171548117155,5
2431,17387,3.6119795304186613,5,4,3,3,3,3,5,5,5,4,3.6363636363636362,3.3862928348909658,3
2551,11677,3.6119795304186613,4,2,5,1,3,3.0,3.0,3.0,3.0,3.0,3.0,3.336495031616983,3
2605,8301,3.6119795304186613,4,5,3,3,3,4,5,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,3.0712166172106823,5
2605,16885,3.6119795304186613,5,4,4,5,4,5,4,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,3.310344827586207,5
2605,17355,3.6119795304186613,4,5,5,3,5,5,5,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,3.6022781205505456,4
3518,9903,3.6119795304186613,4,2,5,4,3,5,5.0,5.0,5.0,5.0,5.0,2.488888888888889,5
3518,11134,3.6119795304186613,5,5,5,2,5,5,5.0,5.0,5.0,5.0,5.0,3.9489795918367347,5
3604,723,3.6119795304186613,1,2,3,3,3,3,3,3,3,4,3.4893617021276597,2.9126984126984126,3
3604,1080,3.6119795304186613,4,3,4,3,4,3,4,3,3,4,3.4893617021276597,3.2413793103448274,3
3604,1176,3.6119795304186613,4,4,4,4,2,3,4,4,3,4,3.4893617021276597,3.6134453781512605,4
3604,2386,3.6119795304186613,4,3,5,4,3,3,4,3,4,4,3.4893617021276597,3.097826086956522,4
3604,2411,3.6119795304186613,5,3,4,3,3,3,3,5,5,3,3.4893617021276597,3.1267605633802815,3
3604,2698,3.6119795304186613,4,5,4,3,4,3,3,4,4,3,3.4893617021276597,3.661764705882353,4
3604,3111,3.6119795304186613,3,3,4,3,1,4,2,4,3,3,3.4893617021276597,3.0625,3
3604,3282,3.6119795304186613,5,4,4,5,4,5,4,3,3,4,3.4893617021276597,3.439509059029807,3
3604,4109,3.6119795304186613,5,3,5,2,3,4,5,4,3,3,3.4893617021276597,3.2439024390243905,4
3604,4633,3.6119795304186613,5,4,3,4,5,4,3,4,4,3,3.4893617021276597,4.180722891566265,3
3604,5614,3.6119795304186613,3,5,5,3,5,4,4,5,4,3,3.4893617021276597,3.7814126394052043,3
3604,5930,3.6119795304186613,4,4,4,4,2,3,5,4,4,3,3.4893617021276597,2.98,4
3604,5939,3.6119795304186613,4,4,3,3,4,3,3,3,3,4,3.4893617021276597,3.4341859014348097,2
3604,6255,3.6119795304186613,3,3,3,1,5,2,4,3,4,4,3.4893617021276597,3.125,4
3604,6510,3.6119795304186613,4,5,3,4,4,3,3,3,4,4,3.4893617021276597,3.9366138448707257,4
3604,6797,3.6119795304186613,3,4,3,4,5,4,3,3,3,5,3.4893617021276597,4.036226930963773,4
3604,7636,3.6119795304186613,4,4,2,4,4,4,4,3,3,4,3.4893617021276597,3.788235294117647,3
3604,7643,3.6119795304186613,4,3,4,3,3,3,4,5,4,4,3.4893617021276597,3.952777777777778,4
3604,8826,3.6119795304186613,4,1,2,3,4,4,4,4,4,3,3.4893617021276597,3.3788300835654597,3
3604,8837,3.6119795304186613,5,3,5,3,3,5,4,4,4,5,3.4893617021276597,3.2649006622516556,3
3604,8904,3.6119795304186613,4,4,3,4,5,4,3,3,3,4,3.4893617021276597,4.158581116327595,4
3604,9628,3.6119795304186613,5,4,3,5,5,3,3,3,3,4,3.4893617021276597,4.453775038520801,3
3604,10230,3.6119795304186613,4,3,3,3,5,4,3,5,4,3,3.4893617021276597,3.4013761467889907,4
3604,10363,3.6119795304186613,4,5,1,3,3,5,4,3,4,3,3.4893617021276597,3.569037656903766,4
3604,10422,3.6119795304186613,5,3,5,3,4,4,4,5,3,3,3.4893617021276597,3.713235294117647,5
3604,10425,3.6119795304186613,4,3,2,3,2,3,3,2,3,3,3.4893617021276597,2.675438596491228,4
3604,10830,3.6119795304186613,5,2,3,3,4,4,3,5,4,4,3.4893617021276597,3.4193548387096775,3
3604,11152,3.6119795304186613,5,3,5,5,5,4,5,4,3,3,3.4893617021276597,4.157987643424536,4
3604,11236,3.6119795304186613,5,4,4,5,4,4,3,3,3,5,3.4893617021276597,4.127272727272727,4
3604,11815,3.6119795304186613,5,4,3,5,4,4,3,3,4,3,3.4893617021276597,4.089743589743589,4
3604,12092,3.6119795304186613,2,2,2,3,2,3,2,3,4,4,3.4893617021276597,2.7964285714285713,3
3604,12338,3.6119795304186613,4,4,4,3,4,3,3,3,3,4,3.4893617021276597,4.1621958827199,3
3604,12918,3.6119795304186613,3,3,3,3,5,3,2,3,4,4,3.4893617021276597,3.746321890325457,3
3604,13557,3.6119795304186613,5,4,4,1,3,3,3,3,4,3,3.4893617021276597,4.027027027027027,3
